"year","zone","type","ratio"
"2008","S01002276","Pre 1991",0
"2009","S01002276","Pre 1991",0
"2010","S01002276","Pre 1991",0
"2011","S01002276","Pre 1991",0
"2012","S01002276","Pre 1991","4.8"
"2013","S01002276","Pre 1991",0
"2013","S01002276","All","74.7"
"2009","S01002276","All",73
"2004","S01002276","All",0
"2012","S01002276","All","74.7"
"2005","S01002276","All",0
"2010","S01002276","All","73.4"
"2006","S01002276","All",0
"2014","S01002276","All","74.6"
"2007","S01002276","All",0
"2011","S01002276","All","73.4"
"2008","S01002276","All",73
"2004","S01002277","Pre 1991",0
"2005","S01002277","Pre 1991",0
"2006","S01002277","Pre 1991",0
"2007","S01002277","Pre 1991",0
"2008","S01002277","Pre 1991",0
"2009","S01002277","Pre 1991",0
"2010","S01002277","Pre 1991",0
"2011","S01002277","Pre 1991",0
"2012","S01002277","Pre 1991",0
"2013","S01002277","Pre 1991",0
"2013","S01002277","All","13.6"
"2009","S01002277","All",100
"2004","S01002277","All",0
"2012","S01002277","All",0
"2005","S01002277","All",0
"2010","S01002277","All",100
"2006","S01002277","All",0
"2014","S01002277","All","13.6"
"2007","S01002277","All","99.9"
"2011","S01002277","All",100
"2008","S01002277","All",100
"2004","S01002278","Pre 1991",0
"2005","S01002278","Pre 1991",0
"2006","S01002278","Pre 1991",0
"2007","S01002278","Pre 1991",0
"2008","S01002278","Pre 1991",0
"2009","S01002278","Pre 1991",0
"2010","S01002278","Pre 1991",0
"2011","S01002278","Pre 1991",0
"2012","S01002278","Pre 1991",0
"2013","S01002278","Pre 1991",0
"2013","S01002278","All",0
"2009","S01002278","All",0
"2004","S01002278","All",0
"2012","S01002278","All",0
"2005","S01002278","All",0
"2010","S01002278","All",0
"2006","S01002278","All",0
"2014","S01002278","All",0
"2007","S01002278","All",0
"2011","S01002278","All",0
"2008","S01002278","All",0
"2004","S01002279","Pre 1991",0
"2005","S01002279","Pre 1991",0
"2006","S01002279","Pre 1991",0
"2007","S01002279","Pre 1991",0
"2008","S01002279","Pre 1991",0
"2009","S01002279","Pre 1991",0
"2010","S01002279","Pre 1991",0
"2011","S01002279","Pre 1991",0
"2012","S01002279","Pre 1991","0.8"
"2013","S01002279","Pre 1991",0
"2013","S01002279","All","13.6"
"2009","S01002279","All","74.5"
"2004","S01002279","All",0
"2012","S01002279","All","0.8"
"2005","S01002279","All",0
"2010","S01002279","All","74.3"
"2006","S01002279","All",0
"2014","S01002279","All","13.6"
"2007","S01002279","All","81.7"
"2011","S01002279","All","74.3"
"2008","S01002279","All","74.5"
"2004","S01002280","Pre 1991",0
"2005","S01002280","Pre 1991",0
"2006","S01002280","Pre 1991",0
"2007","S01002280","Pre 1991",0
"2008","S01002280","Pre 1991",0
"2009","S01002280","Pre 1991",0
"2010","S01002280","Pre 1991",0
"2011","S01002280","Pre 1991",0
"2012","S01002280","Pre 1991",0
"2013","S01002280","Pre 1991",0
"2013","S01002280","All",0
"2009","S01002280","All",0
"2004","S01002280","All",0
"2012","S01002280","All",0
"2005","S01002280","All",0
"2010","S01002280","All",0
"2006","S01002280","All",0
"2014","S01002280","All",0
"2007","S01002280","All",0
"2011","S01002280","All",0
"2008","S01002280","All",0
"2004","S01002281","Pre 1991",0
"2005","S01002281","Pre 1991",0
"2006","S01002281","Pre 1991",0
"2007","S01002281","Pre 1991",0
"2008","S01002281","Pre 1991",0
"2009","S01002281","Pre 1991",0
"2010","S01002281","Pre 1991",0
"2011","S01002281","Pre 1991",0
"2012","S01002281","Pre 1991","1.2"
"2013","S01002281","Pre 1991",0
"2013","S01002281","All",0
"2009","S01002281","All",0
"2004","S01002281","All",0
"2012","S01002281","All","1.2"
"2005","S01002281","All",0
"2010","S01002281","All",0
"2006","S01002281","All",0
"2014","S01002281","All",0
"2007","S01002281","All",0
"2011","S01002281","All",0
"2008","S01002281","All",0
"2004","S01002282","Pre 1991",0
"2005","S01002282","Pre 1991",0
"2006","S01002282","Pre 1991",0
"2007","S01002282","Pre 1991",0
"2008","S01002282","Pre 1991",0
"2009","S01002282","Pre 1991",0
"2010","S01002282","Pre 1991",0
"2011","S01002282","Pre 1991",0
"2012","S01002282","Pre 1991",3
"2013","S01002282","Pre 1991",0
"2013","S01002282","All",0
"2009","S01002282","All",0
"2004","S01002282","All",0
"2012","S01002282","All",3
"2005","S01002282","All",0
"2010","S01002282","All",0
"2006","S01002282","All",0
"2014","S01002282","All",0
"2007","S01002282","All",0
"2011","S01002282","All",0
"2008","S01002282","All",0
"2004","S01002283","Pre 1991",0
"2005","S01002283","Pre 1991",0
"2006","S01002283","Pre 1991",0
"2007","S01002283","Pre 1991",0
"2008","S01002283","Pre 1991",0
"2009","S01002283","Pre 1991",0
"2010","S01002283","Pre 1991",0
"2011","S01002283","Pre 1991",0
"2012","S01002283","Pre 1991","0.6"
"2013","S01002283","Pre 1991",0
"2013","S01002283","All",0
"2009","S01002283","All",0
"2004","S01002283","All",0
"2012","S01002283","All","0.6"
"2005","S01002283","All",0
"2010","S01002283","All",0
"2006","S01002283","All",0
"2014","S01002283","All",0
"2007","S01002283","All",0
"2011","S01002283","All",0
"2008","S01002283","All",0
"2004","S01002284","Pre 1991",0
"2005","S01002284","Pre 1991",0
"2006","S01002284","Pre 1991",0
"2007","S01002284","Pre 1991",0
"2008","S01002284","Pre 1991","94.6"
"2009","S01002284","Pre 1991","94.6"
"2010","S01002284","Pre 1991",0
"2011","S01002284","Pre 1991",0
"2012","S01002284","Pre 1991","3.4"
"2013","S01002284","Pre 1991",0
"2013","S01002284","All",0
"2009","S01002284","All","97.4"
"2004","S01002284","All",0
"2012","S01002284","All","3.4"
"2005","S01002284","All",0
"2010","S01002284","All","93.5"
"2006","S01002284","All",0
"2014","S01002284","All",0
"2007","S01002284","All","53.8"
"2011","S01002284","All","90.8"
"2008","S01002284","All","97.4"
"2004","S01002285","Pre 1991",0
"2005","S01002285","Pre 1991",0
"2006","S01002285","Pre 1991",0
"2007","S01002285","Pre 1991",0
"2008","S01002285","Pre 1991",0
"2009","S01002285","Pre 1991",0
"2010","S01002285","Pre 1991",0
"2011","S01002285","Pre 1991",0
"2012","S01002285","Pre 1991",0
"2013","S01002285","Pre 1991",0
"2013","S01002285","All","8.8"
"2009","S01002285","All","10.1"
"2004","S01002285","All","34.3"
"2012","S01002285","All","8.9"
"2005","S01002285","All",0
"2010","S01002285","All","39.9"
"2006","S01002285","All",0
"2014","S01002285","All","8.9"
"2007","S01002285","All",0
"2011","S01002285","All",10
"2008","S01002285","All","10.1"
"2004","S01002286","Pre 1991",0
"2005","S01002286","Pre 1991",0
"2006","S01002286","Pre 1991",0
"2007","S01002286","Pre 1991",0
"2008","S01002286","Pre 1991",0
"2009","S01002286","Pre 1991",0
"2010","S01002286","Pre 1991",0
"2011","S01002286","Pre 1991",0
"2012","S01002286","Pre 1991","10.4"
"2013","S01002286","Pre 1991",0
"2013","S01002286","All",0
"2009","S01002286","All",0
"2004","S01002286","All",0
"2012","S01002286","All","10.4"
"2005","S01002286","All",0
"2010","S01002286","All",0
"2006","S01002286","All",0
"2014","S01002286","All",0
"2007","S01002286","All",0
"2011","S01002286","All",0
"2008","S01002286","All",0
"2004","S01002287","Pre 1991",0
"2005","S01002287","Pre 1991",0
"2006","S01002287","Pre 1991",0
"2007","S01002287","Pre 1991",0
"2008","S01002287","Pre 1991",0
"2009","S01002287","Pre 1991",0
"2010","S01002287","Pre 1991",0
"2011","S01002287","Pre 1991",0
"2012","S01002287","Pre 1991","3.2"
"2013","S01002287","Pre 1991",0
"2013","S01002287","All",0
"2009","S01002287","All",0
"2004","S01002287","All",0
"2012","S01002287","All","3.2"
"2005","S01002287","All",0
"2010","S01002287","All",0
"2006","S01002287","All",0
"2014","S01002287","All",0
"2007","S01002287","All",0
"2011","S01002287","All",0
"2008","S01002287","All",0
"2004","S01002288","Pre 1991",0
"2005","S01002288","Pre 1991",0
"2006","S01002288","Pre 1991",0
"2007","S01002288","Pre 1991",0
"2008","S01002288","Pre 1991",0
"2009","S01002288","Pre 1991",0
"2010","S01002288","Pre 1991",0
"2011","S01002288","Pre 1991",0
"2012","S01002288","Pre 1991",0
"2013","S01002288","Pre 1991",0
"2013","S01002288","All",72
"2009","S01002288","All","86.3"
"2004","S01002288","All","96.1"
"2012","S01002288","All",78
"2005","S01002288","All",0
"2010","S01002288","All","98.8"
"2006","S01002288","All",0
"2014","S01002288","All","72.3"
"2007","S01002288","All",0
"2011","S01002288","All","82.7"
"2008","S01002288","All","86.3"
"2004","S01002289","Pre 1991",0
"2005","S01002289","Pre 1991",0
"2006","S01002289","Pre 1991",0
"2007","S01002289","Pre 1991",0
"2008","S01002289","Pre 1991",0
"2009","S01002289","Pre 1991",0
"2010","S01002289","Pre 1991",0
"2011","S01002289","Pre 1991",0
"2012","S01002289","Pre 1991",0
"2013","S01002289","Pre 1991",0
"2013","S01002289","All",0
"2009","S01002289","All",0
"2004","S01002289","All",0
"2012","S01002289","All",0
"2005","S01002289","All",0
"2010","S01002289","All",0
"2006","S01002289","All",0
"2014","S01002289","All",0
"2007","S01002289","All",0
"2011","S01002289","All",0
"2008","S01002289","All",0
"2004","S01002290","Pre 1991",0
"2005","S01002290","Pre 1991",0
"2006","S01002290","Pre 1991",0
"2007","S01002290","Pre 1991",0
"2008","S01002290","Pre 1991",0
"2009","S01002290","Pre 1991",0
"2010","S01002290","Pre 1991",0
"2011","S01002290","Pre 1991",0
"2012","S01002290","Pre 1991",0
"2013","S01002290","Pre 1991",0
"2013","S01002290","All",0
"2009","S01002290","All",0
"2004","S01002290","All",0
"2012","S01002290","All",0
"2005","S01002290","All",0
"2010","S01002290","All",0
"2006","S01002290","All",0
"2014","S01002290","All",0
"2007","S01002290","All",0
"2011","S01002290","All",0
"2008","S01002290","All",0
"2004","S01002291","Pre 1991",0
"2005","S01002291","Pre 1991",0
"2006","S01002291","Pre 1991",0
"2007","S01002291","Pre 1991",0
"2008","S01002291","Pre 1991",0
"2009","S01002291","Pre 1991",0
"2010","S01002291","Pre 1991",0
"2011","S01002291","Pre 1991",0
"2012","S01002291","Pre 1991",0
"2013","S01002291","Pre 1991",0
"2013","S01002291","All",0
"2009","S01002291","All",0
"2004","S01002291","All",0
"2012","S01002291","All",0
"2005","S01002291","All",0
"2010","S01002291","All",0
"2006","S01002291","All",0
"2014","S01002291","All",0
"2007","S01002291","All",0
"2011","S01002291","All",0
"2008","S01002291","All",0
"2004","S01002292","Pre 1991",0
"2005","S01002292","Pre 1991",0
"2006","S01002292","Pre 1991",0
"2007","S01002292","Pre 1991",0
"2008","S01002292","Pre 1991",0
"2009","S01002292","Pre 1991",0
"2010","S01002292","Pre 1991",0
"2011","S01002292","Pre 1991",0
"2012","S01002292","Pre 1991",0
"2013","S01002292","Pre 1991",0
"2013","S01002292","All",0
"2009","S01002292","All",0
"2004","S01002292","All",0
"2012","S01002292","All",0
"2005","S01002292","All",0
"2010","S01002292","All",0
"2006","S01002292","All",0
"2014","S01002292","All",0
"2007","S01002292","All",0
"2011","S01002292","All",0
"2008","S01002292","All",0
"2004","S01002293","Pre 1991",0
"2005","S01002293","Pre 1991",0
"2006","S01002293","Pre 1991",0
"2007","S01002293","Pre 1991",0
"2008","S01002293","Pre 1991",0
"2009","S01002293","Pre 1991",0
"2010","S01002293","Pre 1991",0
"2011","S01002293","Pre 1991",0
"2012","S01002293","Pre 1991",0
"2013","S01002293","Pre 1991",0
"2013","S01002293","All","50.9"
"2009","S01002293","All",100
"2004","S01002293","All",0
"2012","S01002293","All",0
"2005","S01002293","All",0
"2010","S01002293","All",100
"2006","S01002293","All",0
"2014","S01002293","All","50.9"
"2007","S01002293","All","100.1"
"2011","S01002293","All",100
"2008","S01002293","All",100
"2004","S01002294","Pre 1991",0
"2005","S01002294","Pre 1991",0
"2006","S01002294","Pre 1991",0
"2007","S01002294","Pre 1991",0
"2008","S01002294","Pre 1991",0
"2009","S01002294","Pre 1991",0
"2010","S01002294","Pre 1991",0
"2011","S01002294","Pre 1991",0
"2012","S01002294","Pre 1991","6.3"
"2013","S01002294","Pre 1991",0
"2013","S01002294","All",0
"2009","S01002294","All",0
"2004","S01002294","All",0
"2012","S01002294","All","6.3"
"2005","S01002294","All",0
"2010","S01002294","All",0
"2006","S01002294","All",0
"2014","S01002294","All",0
"2007","S01002294","All",0
"2011","S01002294","All",0
"2008","S01002294","All",0
"2004","S01002295","Pre 1991",0
"2005","S01002295","Pre 1991",0
"2006","S01002295","Pre 1991",0
"2007","S01002295","Pre 1991",0
"2008","S01002295","Pre 1991",0
"2009","S01002295","Pre 1991",0
"2010","S01002295","Pre 1991",0
"2011","S01002295","Pre 1991",0
"2012","S01002295","Pre 1991",0
"2013","S01002295","Pre 1991",0
"2013","S01002295","All","6.3"
"2009","S01002295","All","5.4"
"2004","S01002295","All",0
"2012","S01002295","All","5.4"
"2005","S01002295","All",0
"2010","S01002295","All","5.4"
"2006","S01002295","All",0
"2014","S01002295","All","6.3"
"2007","S01002295","All",0
"2011","S01002295","All","5.4"
"2008","S01002295","All","5.4"
"2004","S01002296","Pre 1991",0
"2005","S01002296","Pre 1991",0
"2006","S01002296","Pre 1991",0
"2007","S01002296","Pre 1991",0
"2008","S01002296","Pre 1991",0
"2009","S01002296","Pre 1991",0
"2010","S01002296","Pre 1991",0
"2011","S01002296","Pre 1991",0
"2012","S01002296","Pre 1991",0
"2013","S01002296","Pre 1991",0
"2013","S01002296","All",0
"2009","S01002296","All",0
"2004","S01002296","All",0
"2012","S01002296","All",0
"2005","S01002296","All",0
"2010","S01002296","All",0
"2006","S01002296","All",0
"2014","S01002296","All",0
"2007","S01002296","All",0
"2011","S01002296","All",0
"2008","S01002296","All",0
"2004","S01002297","Pre 1991",0
"2005","S01002297","Pre 1991",0
"2006","S01002297","Pre 1991",0
"2007","S01002297","Pre 1991",0
"2008","S01002297","Pre 1991",0
"2009","S01002297","Pre 1991",0
"2010","S01002297","Pre 1991",0
"2011","S01002297","Pre 1991",0
"2012","S01002297","Pre 1991",0
"2013","S01002297","Pre 1991",0
"2013","S01002297","All",0
"2009","S01002297","All",0
"2004","S01002297","All",0
"2012","S01002297","All",0
"2005","S01002297","All",0
"2010","S01002297","All",0
"2006","S01002297","All",0
"2014","S01002297","All",0
"2007","S01002297","All",0
"2011","S01002297","All",0
"2008","S01002297","All",0
"2004","S01002298","Pre 1991",0
"2005","S01002298","Pre 1991",0
"2006","S01002298","Pre 1991",0
"2007","S01002298","Pre 1991",0
"2008","S01002298","Pre 1991",0
"2009","S01002298","Pre 1991",0
"2010","S01002298","Pre 1991",0
"2011","S01002298","Pre 1991",0
"2012","S01002298","Pre 1991",0
"2013","S01002298","Pre 1991",0
"2013","S01002298","All",0
"2009","S01002298","All",0
"2004","S01002298","All",0
"2012","S01002298","All",0
"2005","S01002298","All",0
"2010","S01002298","All",0
"2006","S01002298","All",0
"2014","S01002298","All",0
"2007","S01002298","All",0
"2011","S01002298","All",0
"2008","S01002298","All",0
"2004","S01002299","Pre 1991",0
"2005","S01002299","Pre 1991",0
"2006","S01002299","Pre 1991",0
"2007","S01002299","Pre 1991",0
"2008","S01002299","Pre 1991",0
"2009","S01002299","Pre 1991",0
"2010","S01002299","Pre 1991",0
"2011","S01002299","Pre 1991",0
"2012","S01002299","Pre 1991","0.4"
"2013","S01002299","Pre 1991",0
"2013","S01002299","All",0
"2009","S01002299","All",0
"2004","S01002299","All",0
"2012","S01002299","All","0.4"
"2005","S01002299","All",0
"2010","S01002299","All",0
"2006","S01002299","All",0
"2014","S01002299","All",0
"2007","S01002299","All",0
"2011","S01002299","All",0
"2008","S01002299","All",0
"2004","S01002300","Pre 1991",0
"2005","S01002300","Pre 1991",0
"2006","S01002300","Pre 1991",0
"2007","S01002300","Pre 1991",0
"2008","S01002300","Pre 1991",0
"2009","S01002300","Pre 1991",0
"2010","S01002300","Pre 1991",0
"2011","S01002300","Pre 1991",0
"2012","S01002300","Pre 1991","1.2"
"2013","S01002300","Pre 1991",0
"2013","S01002300","All",0
"2009","S01002300","All",0
"2004","S01002300","All",0
"2012","S01002300","All","1.2"
"2005","S01002300","All",0
"2010","S01002300","All",0
"2006","S01002300","All",0
"2014","S01002300","All",0
"2007","S01002300","All",0
"2011","S01002300","All",0
"2008","S01002300","All",0
"2004","S01002301","Pre 1991",0
"2005","S01002301","Pre 1991",0
"2006","S01002301","Pre 1991",0
"2007","S01002301","Pre 1991",0
"2008","S01002301","Pre 1991",0
"2009","S01002301","Pre 1991",0
"2010","S01002301","Pre 1991",0
"2011","S01002301","Pre 1991",0
"2012","S01002301","Pre 1991",0
"2013","S01002301","Pre 1991",0
"2013","S01002301","All",7
"2009","S01002301","All","2.9"
"2004","S01002301","All",0
"2012","S01002301","All",0
"2005","S01002301","All",0
"2010","S01002301","All",0
"2006","S01002301","All",0
"2014","S01002301","All",7
"2007","S01002301","All",0
"2011","S01002301","All",0
"2008","S01002301","All","2.9"
"2004","S01002302","Pre 1991",0
"2005","S01002302","Pre 1991",0
"2006","S01002302","Pre 1991",0
"2007","S01002302","Pre 1991",0
"2008","S01002302","Pre 1991","6.3"
"2009","S01002302","Pre 1991","6.3"
"2010","S01002302","Pre 1991","6.4"
"2011","S01002302","Pre 1991","6.4"
"2012","S01002302","Pre 1991","8.7"
"2013","S01002302","Pre 1991","4.8"
"2013","S01002302","All","79.7"
"2009","S01002302","All","23.8"
"2004","S01002302","All",0
"2012","S01002302","All","8.7"
"2005","S01002302","All",0
"2010","S01002302","All","22.4"
"2006","S01002302","All",0
"2014","S01002302","All","79.7"
"2007","S01002302","All","24.6"
"2011","S01002302","All","22.4"
"2008","S01002302","All","23.8"
"2004","S01002303","Pre 1991",0
"2005","S01002303","Pre 1991",0
"2006","S01002303","Pre 1991",0
"2007","S01002303","Pre 1991",0
"2008","S01002303","Pre 1991",0
"2009","S01002303","Pre 1991",0
"2010","S01002303","Pre 1991",0
"2011","S01002303","Pre 1991",0
"2012","S01002303","Pre 1991",1
"2013","S01002303","Pre 1991",0
"2013","S01002303","All","81.7"
"2009","S01002303","All","87.1"
"2004","S01002303","All",0
"2012","S01002303","All",1
"2005","S01002303","All",0
"2010","S01002303","All",87
"2006","S01002303","All",0
"2014","S01002303","All","81.7"
"2007","S01002303","All","89.1"
"2011","S01002303","All",87
"2008","S01002303","All","87.1"
"2004","S01002304","Pre 1991",0
"2005","S01002304","Pre 1991",0
"2006","S01002304","Pre 1991",0
"2007","S01002304","Pre 1991",0
"2008","S01002304","Pre 1991",0
"2009","S01002304","Pre 1991",0
"2010","S01002304","Pre 1991",0
"2011","S01002304","Pre 1991",0
"2012","S01002304","Pre 1991",0
"2013","S01002304","Pre 1991",0
"2013","S01002304","All","31.5"
"2009","S01002304","All","35.7"
"2004","S01002304","All",81
"2012","S01002304","All","31.9"
"2005","S01002304","All",0
"2010","S01002304","All","71.5"
"2006","S01002304","All",0
"2014","S01002304","All","31.3"
"2007","S01002304","All",0
"2011","S01002304","All",34
"2008","S01002304","All","35.7"
"2004","S01002305","Pre 1991",0
"2005","S01002305","Pre 1991",0
"2006","S01002305","Pre 1991",0
"2007","S01002305","Pre 1991",0
"2008","S01002305","Pre 1991",0
"2009","S01002305","Pre 1991",0
"2010","S01002305","Pre 1991",0
